series_id,name,units,type,month
A2302508K,General government - National ;  Gross fixed capital formation - Non-defence,$ Millions,Original,3
A2302509L,General government - National ;  Gross fixed capital formation,$ Millions,Original,3
A2302510W,General government - State and local ;  Gross fixed capital formation,$ Millions,Original,3
A2302511X,General government ;  Gross fixed capital formation,$ Millions,Original,3
A2302512A,Public ;  Gross fixed capital formation,$ Millions,Original,3
A2302513C,All sectors ;  Gross fixed capital formation,$ Millions,Original,3
A2302514F,Domestic final demand,$ Millions,Original,3
A2302515J,Private ;  Non-farm ;  Chain volume measures,$ Millions,Original,3
A2302516K,Farm ;  Chain volume measures,$ Millions,Original,3
A2302517L,Public authorities ;  Chain volume measures,$ Millions,Original,3
A2302518R,CHANGES IN INVENTORIES: Chain volume measures,$ Millions,Original,3
A2302519T,Gross national expenditure,$ Millions,Original,3
A2302520A,Exports of goods and services,$ Millions,Original,3
A2302521C,Imports of goods and services,$ Millions,Original,3
A2302522F,Statistical discrepancy (E),$ Millions,Original,3
A2303946C,General government - National ;  Final consumption expenditure - Defence: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303948J,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth,Index Points,Seasonally Adjusted,3
A2298900T,General government - National ;  Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303950V,General government - State and local ;  Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303952X,General government ;  Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303954C,Households ;  Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303956J,All sectors ;  Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303984T,Private ;  Gross fixed capital formation - Dwellings - New and Used: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303986W,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303988A,Private ;  Gross fixed capital formation - Dwellings - Total: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303990L,Private ;  Gross fixed capital formation - Ownership transfer costs: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303964J,Private ;  Gross fixed capital formation - Non-dwelling construction - New building: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303966L,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303968T,Private ;  Gross fixed capital formation - Non-dwelling construction - Net purchase of second hand assets: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303970C,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303958L,Private ;  Gross fixed capital formation - Machinery and equipment - New: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303960X,Private ;  Gross fixed capital formation - Machinery and equipment - Net purchase of second hand assets: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303962C,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Contributions to growth,Index Points,Seasonally Adjusted,3
A2716157V,Private ;  Gross fixed capital formation - Cultivated biological resources: Contributions to growth,Index Points,Seasonally Adjusted,3
A2716159X,Private ;  Gross fixed capital formation - Intellectual property products - Research and development: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303976T,Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303974L,Private ;  Gross fixed capital formation - Intellectual property products - Computer software: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303978W,Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals: Contributions to growth,Index Points,Seasonally Adjusted,3
A2716158W,Private ;  Gross fixed capital formation - Intellectual property products: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303982L,Private ;  Gross fixed capital formation - Total private business investment: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303992T,Private ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303994W,Public corporations - Commonwealth ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303996A,Public corporations - State and local ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2303998F,Public corporations ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304000J,General government - National ;  Gross fixed capital formation - Defence: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304002L,General government - National ;  Gross fixed capital formation - Non-defence: Contributions to growth,Index Points,Seasonally Adjusted,3
A3350566X,General government - National ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304004T,General government - State and local ;  Gross fixed capital formation - State and local: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304006W,General government ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304008A,Public ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304010L,All sectors ;  Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304012T,Domestic final demand: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304020T,Changes in inventories: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304022W,Gross national expenditure: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304024A,Exports of goods and services: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304026F,Imports of goods and services: Contributions to growth,Index Points,Seasonally Adjusted,3
A2304028K,Statistical discrepancy (E): Contributions to growth,Index Points,Seasonally Adjusted,3
A2304030W,GROSS DOMESTIC PRODUCT: Contributions to growth,Index Points,Seasonally Adjusted,3
A2302623T,General government ;  Final consumption expenditure: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302624V,Households ;  Final consumption expenditure: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302625W,All sectors ;  Final consumption expenditure: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302631T,Private ;  Gross fixed capital formation - Dwellings - Total: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302632V,Private ;  Gross fixed capital formation - Ownership transfer costs: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302627A,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302626X,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2716022K,Private ;  Gross fixed capital formation - Cultivated biological resources: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2716023L,Private ;  Gross fixed capital formation - Intellectual property products: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302630R,Private ;  Gross fixed capital formation - Total private business investment: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302633W,Private ;  Gross fixed capital formation: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302634X,Public corporations ;  Gross fixed capital formation: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302635A,General government ;  Gross fixed capital formation: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302636C,Public ;  Gross fixed capital formation: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302637F,All sectors ;  Gross fixed capital formation: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302638J,Domestic final demand: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302639K,Gross national expenditure: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302640V,Exports of goods and services: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302641W,Imports of goods and services: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2302642X,GROSS DOMESTIC PRODUCT: Revision to percentage changes,Percent,Seasonally Adjusted,3
A2299361K,General government - National ;  Final consumption expenditure - Defence,$ Millions,Trend,3
A2299362L,General government - National ;  Final consumption expenditure - Non-defence,$ Millions,Trend,3
A2299363R,Final consumption expenditure,$ Millions,Trend,3
A2299364T,Final consumption expenditure,$ Millions,Trend,3
A2302825R,Final consumption expenditure,$ Millions,Trend,3
A2302826T,Final consumption expenditure,$ Millions,Trend,3
A2299365V,All sectors ;  Final consumption expenditure,$ Millions,Trend,3
A2299377C,Private ;  Gross fixed capital formation - Dwellings - New and Used,$ Millions,Trend,3
A2299378F,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions,$ Millions,Trend,3
A2299379J,Private ;  Gross fixed capital formation - Dwellings - Total,$ Millions,Trend,3
A2299380T,Private ;  Gross fixed capital formation - Ownership transfer costs,$ Millions,Trend,3
A2299368A,Private ;  Gross fixed capital formation - Non-dwelling construction - New building,$ Millions,Trend,3
A2299369C,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction,$ Millions,Trend,3
A2299370L,Private ;  Gross fixed capital formation - Non-dwelling construction - Total,$ Millions,Trend,3
A2299366W,Private ;  Gross fixed capital formation - Machinery and equipment - New,$ Millions,Trend,3
A2299367X,Private ;  Gross fixed capital formation - Machinery and equipment - Total,$ Millions,Trend,3
A2716341V,Private ;  Gross fixed capital formation - Cultivated biological resources,$ Millions,Trend,3
A2716343X,Private ;  Gross fixed capital formation - Intellectual property products - Research and development,$ Millions,Trend,3
A2299373V,Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration,$ Millions,Trend,3
A2299372T,Private ;  Gross fixed capital formation - Intellectual property products - Computer software,$ Millions,Trend,3
A2299374W,Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals,$ Millions,Trend,3
A2716342W,Private ;  Gross fixed capital formation - Intellectual property products,$ Millions,Trend,3
A2299376A,Private ;  Gross fixed capital formation - Total private business investment,$ Millions,Trend,3
A2302843V,Private ;  Gross fixed capital formation,$ Millions,Trend,3
A2299381V,Public corporations - Commonwealth ;  Gross fixed capital formation,$ Millions,Trend,3
A2299382W,Public corporations - State and local ;  Gross fixed capital formation,$ Millions,Trend,3
A2302844W,Public corporations ;  Gross fixed capital formation,$ Millions,Trend,3
A2299383X,General government - National ;  Gross fixed capital formation - Defence,$ Millions,Trend,3
A2299384A,General government - National ;  Gross fixed capital formation - Non-defence,$ Millions,Trend,3
A2299385C,General government - National ;  Gross fixed capital formation,$ Millions,Trend,3
A2299386F,General government - State and local ;  Gross fixed capital formation,$ Millions,Trend,3
A2302845X,General government ;  Gross fixed capital formation,$ Millions,Trend,3
A2299387J,Public ;  Gross fixed capital formation,$ Millions,Trend,3
A2302846A,All sectors ;  Gross fixed capital formation,$ Millions,Trend,3
A2299388K,Domestic final demand,$ Millions,Trend,3
A2302850T,All sectors ;  Changes in inventories,$ Millions,Trend,3
A2299389L,Gross national expenditure,$ Millions,Trend,3
A2302867L,Exports of goods and services,$ Millions,Trend,3
A2302863C,Imports of goods and services,$ Millions,Trend,3
A2299390W,Statistical discrepancy (E),$ Millions,Trend,3
A2304032A,General government - National ;  Final consumption expenditure - Defence,$ Millions,Seasonally Adjusted,3
A2304033C,General government - National ;  Final consumption expenditure - Non-defence,$ Millions,Seasonally Adjusted,3
A2304034F,Final consumption expenditure,$ Millions,Seasonally Adjusted,3
A2304035J,Final consumption expenditure,$ Millions,Seasonally Adjusted,3
A2304036K,Final consumption expenditure,$ Millions,Seasonally Adjusted,3
A2304037L,Final consumption expenditure,$ Millions,Seasonally Adjusted,3
A2304038R,All sectors ;  Final consumption expenditure,$ Millions,Seasonally Adjusted,3
A2304052K,Private ;  Gross fixed capital formation - Dwellings - New and Used,$ Millions,Seasonally Adjusted,3
A2304053L,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions,$ Millions,Seasonally Adjusted,3
A2304054R,Private ;  Gross fixed capital formation - Dwellings - Total,$ Millions,Seasonally Adjusted,3
A2304055T,Private ;  Gross fixed capital formation - Ownership transfer costs,$ Millions,Seasonally Adjusted,3
A2304042F,Private ;  Gross fixed capital formation - Non-dwelling construction - New building,$ Millions,Seasonally Adjusted,3
A2304043J,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction,$ Millions,Seasonally Adjusted,3
A2304044K,Private ;  Gross fixed capital formation - Non-dwelling construction - Net purchase of second hand assets,$ Millions,Seasonally Adjusted,3
A2304045L,Private ;  Gross fixed capital formation - Non-dwelling construction - Total,$ Millions,Seasonally Adjusted,3
A2304039T,Private ;  Gross fixed capital formation - Machinery and equipment - New,$ Millions,Seasonally Adjusted,3
A2304040A,Private ;  Gross fixed capital formation - Machinery and equipment - Net purchase of second hand assets,$ Millions,Seasonally Adjusted,3
A2304041C,Private ;  Gross fixed capital formation - Machinery and equipment - Total,$ Millions,Seasonally Adjusted,3
A2716097C,Private ;  Gross fixed capital formation - Cultivated biological resources,$ Millions,Seasonally Adjusted,3
A2716098F,Private ;  Gross fixed capital formation - Intellectual property products - Research and development,$ Millions,Seasonally Adjusted,3
A2304048V,Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration,$ Millions,Seasonally Adjusted,3
A2304047T,Private ;  Gross fixed capital formation - Intellectual property products - Computer software,$ Millions,Seasonally Adjusted,3
A2304049W,Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals,$ Millions,Seasonally Adjusted,3
A2716583K,Private ;  Gross fixed capital formation - Intellectual property products,$ Millions,Seasonally Adjusted,3
A2304051J,Private ;  Gross fixed capital formation - Total private business investment,$ Millions,Seasonally Adjusted,3
A2304056V,Private ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304057W,Public corporations - Commonwealth ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304058X,Public corporations - State and local ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304059A,Public corporations ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304060K,General government - National ;  Gross fixed capital formation - Defence,$ Millions,Seasonally Adjusted,3
A2304061L,General government - National ;  Gross fixed capital formation - Non-defence,$ Millions,Seasonally Adjusted,3
A2304062R,General government - National ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304063T,General government - State and local ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304064V,General government ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304065W,Public ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304066X,All sectors ;  Gross fixed capital formation,$ Millions,Seasonally Adjusted,3
A2304067A,Domestic final demand,$ Millions,Seasonally Adjusted,3
A2304068C,All sectors ;  Changes in inventories,$ Millions,Seasonally Adjusted,3
A2303823C,Gross national expenditure,$ Millions,Seasonally Adjusted,3
A2303824F,Exports of goods and services,$ Millions,Seasonally Adjusted,3
A2303825J,Imports of goods and services,$ Millions,Seasonally Adjusted,3
A2303826K,Statistical discrepancy (E),$ Millions,Seasonally Adjusted,3
A2302523J,General government - National ;  Final consumption expenditure - Defence,$ Millions,Original,3
A2302524K,General government - National ;  Final consumption expenditure - Non-defence,$ Millions,Original,3
A2302525L,Final consumption expenditure,$ Millions,Original,3
A2302526R,Final consumption expenditure,$ Millions,Original,3
A2302527T,Final consumption expenditure,$ Millions,Original,3
A2302528V,Final consumption expenditure,$ Millions,Original,3
A2302529W,All sectors ;  Final consumption expenditure,$ Millions,Original,3
A2302543T,Private ;  Gross fixed capital formation - Dwellings - New and Used,$ Millions,Original,3
A2302544V,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions,$ Millions,Original,3
A2302545W,Private ;  Gross fixed capital formation - Dwellings - Total,$ Millions,Original,3
A2302546X,Private ;  Gross fixed capital formation - Ownership transfer costs,$ Millions,Original,3
A2302533L,Private ;  Gross fixed capital formation - Non-dwelling construction - New building,$ Millions,Original,3
A2302534R,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction,$ Millions,Original,3
A2302535T,Private ;  Gross fixed capital formation - Non-dwelling construction - Net purchase of second hand assets,$ Millions,Original,3
A2302536V,Private ;  Gross fixed capital formation - Non-dwelling construction - Total,$ Millions,Original,3
A2302530F,Private ;  Gross fixed capital formation - Machinery and equipment - New,$ Millions,Original,3
A2302531J,Private ;  Gross fixed capital formation - Machinery and equipment - Net purchase of second hand assets,$ Millions,Original,3
A2302532K,Private ;  Gross fixed capital formation - Machinery and equipment - Total,$ Millions,Original,3
A2716219R,Private ;  Gross fixed capital formation - Cultivated biological resources,$ Millions,Original,3
A2716221A,Private ;  Gross fixed capital formation - Intellectual property products - Research and development,$ Millions,Original,3
A2302539A,Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration,$ Millions,Original,3
A2302538X,Private ;  Gross fixed capital formation - Intellectual property products - Computer software,$ Millions,Original,3
A2302540K,Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals,$ Millions,Original,3
A2716220X,Private ;  Gross fixed capital formation - Intellectual property products,$ Millions,Original,3
A2302542R,Private ;  Gross fixed capital formation - Total private business investment,$ Millions,Original,3
A2302547A,Private ;  Gross fixed capital formation,$ Millions,Original,3
A2302548C,Public corporations - Commonwealth ;  Gross fixed capital formation,$ Millions,Original,3
A2302549F,Public corporations - State and local ;  Gross fixed capital formation,$ Millions,Original,3
A2302550R,Public corporations ;  Gross fixed capital formation,$ Millions,Original,3
A2302551T,General government - National ;  Gross fixed capital formation - Defence,$ Millions,Original,3
A2302552V,General government - National ;  Gross fixed capital formation - Non-defence,$ Millions,Original,3
A2302553W,General government - National ;  Gross fixed capital formation,$ Millions,Original,3
A2302554X,General government - State and local ;  Gross fixed capital formation,$ Millions,Original,3
A2302555A,General government ;  Gross fixed capital formation,$ Millions,Original,3
A2302556C,Public ;  Gross fixed capital formation,$ Millions,Original,3
A2302557F,All sectors ;  Gross fixed capital formation,$ Millions,Original,3
A2302558J,Domestic final demand,$ Millions,Original,3
A2302562X,All sectors ;  Changes in inventories,$ Millions,Original,3
A2302563A,Gross national expenditure,$ Millions,Original,3
A2302564C,Exports of goods and services,$ Millions,Original,3
A2302565F,Imports of goods and services,$ Millions,Original,3
A2302566J,Statistical discrepancy (E),$ Millions,Original,3
A2302643A,General government ;  Final consumption expenditure: Revisions,$ Millions,Seasonally Adjusted,3
A2302644C,Households ;  Final consumption expenditure: Revisions,$ Millions,Seasonally Adjusted,3
A2302645F,All sectors ;  Final consumption expenditure: Revisions,$ Millions,Seasonally Adjusted,3
A2302651A,Private ;  Gross fixed capital formation - Dwellings - Total: Revisions,$ Millions,Seasonally Adjusted,3
A2302652C,Private ;  Gross fixed capital formation - Ownership transfer costs: Revisions,$ Millions,Seasonally Adjusted,3
A2302647K,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Revisions,$ Millions,Seasonally Adjusted,3
A2302646J,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Revisions,$ Millions,Seasonally Adjusted,3
A2716118C,Private ;  Gross fixed capital formation - Cultivated biological resources: Revisions,$ Millions,Seasonally Adjusted,3
A2716119F,Private ;  Gross fixed capital formation - Intellectual property products: Revisions,$ Millions,Seasonally Adjusted,3
A2302650X,Private ;  Gross fixed capital formation - Total private business investment: Revisions,$ Millions,Seasonally Adjusted,3
A2302653F,Private ;  Gross fixed capital formation: Revisions,$ Millions,Seasonally Adjusted,3
A2302654J,Public corporations ;  Gross fixed capital formation: Revisions,$ Millions,Seasonally Adjusted,3
A2302655K,General government ;  Gross fixed capital formation: Revisions,$ Millions,Seasonally Adjusted,3
A2302656L,Public ;  Gross fixed capital formation: Revisions,$ Millions,Seasonally Adjusted,3
A2302657R,All sectors ;  Gross fixed capital formation: Revisions,$ Millions,Seasonally Adjusted,3
A2302658T,Domestic final demand: Revisions,$ Millions,Seasonally Adjusted,3
A2302659V,Changes in inventories: Revisions,$ Millions,Seasonally Adjusted,3
A2302660C,Gross national expenditure: Revisions,$ Millions,Seasonally Adjusted,3
A2302661F,Exports of goods and services: Revisions,$ Millions,Seasonally Adjusted,3
A2302662J,Imports of goods and services: Revisions,$ Millions,Seasonally Adjusted,3
A2302663K,Statistical discrepancy (E): Revisions,$ Millions,Seasonally Adjusted,3
A2302664L,GROSS DOMESTIC PRODUCT: Revisions,$ Millions,Seasonally Adjusted,3
A2303827L,General government - National ;  Final consumption expenditure - Defence,Index Numbers,Original,3
A2303828R,General government - National ;  Final consumption expenditure - Non-defence,Index Numbers,Original,3
A2303829T,General government - National ;  Final consumption expenditure,Index Numbers,Original,3
A2303830A,General government - State and local ;  Final consumption expenditure,Index Numbers,Original,3
A2303831C,General government ;  Final consumption expenditure,Index Numbers,Original,3
A2303832F,Households ;  Final consumption expenditure,Index Numbers,Original,3
A2303833J,All sectors ;  Final consumption expenditure,Index Numbers,Original,3
A2303844R,Private ;  Gross fixed capital formation - Dwellings - New and Used,Index Numbers,Original,3
A2303845T,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions,Index Numbers,Original,3
A2303846V,Private ;  Gross fixed capital formation - Dwellings - Total,Index Numbers,Original,3
A2303847W,Private ;  Gross fixed capital formation - Ownership transfer costs,Index Numbers,Original,3
A2303835L,Private ;  Gross fixed capital formation - Non-dwelling construction - New building,Index Numbers,Original,3
A2303836R,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction,Index Numbers,Original,3
A2303837T,Private ;  Gross fixed capital formation - Non-dwelling construction - Total,Index Numbers,Original,3
A2303834K,Private ;  Gross fixed capital formation - Machinery and equipment - Total,Index Numbers,Original,3
A2716238W,Private ;  Gross fixed capital formation - Cultivated biological resources,Index Numbers,Original,3
A2716240J,Private ;  Gross fixed capital formation - Intellectual property products - Research and development,Index Numbers,Original,3
A2303840F,Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration,Index Numbers,Original,3
A2303839W,Private ;  Gross fixed capital formation - Intellectual property products - Computer software,Index Numbers,Original,3
A2303841J,Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals,Index Numbers,Original,3
A2716239X,Private ;  Gross fixed capital formation - Intellectual property products,Index Numbers,Original,3
A2303843L,Private ;  Gross fixed capital formation - Total private business investment,Index Numbers,Original,3
A2303848X,Private ;  Gross fixed capital formation,Index Numbers,Original,3
A2303849A,Public corporations - Commonwealth ;  Gross fixed capital formation,Index Numbers,Original,3
A2303850K,Public corporations - State and local ;  Gross fixed capital formation,Index Numbers,Original,3
A2303851L,Public corporations ;  Gross fixed capital formation,Index Numbers,Original,3
A2303852R,General government - National ;  Gross fixed capital formation - Defence,Index Numbers,Original,3
A2303853T,General government - National ;  Gross fixed capital formation - Non-defence,Index Numbers,Original,3
A2303854V,General government - National ;  Gross fixed capital formation,Index Numbers,Original,3
A2303855W,General government - State and local ;  Gross fixed capital formation,Index Numbers,Original,3
A2303856X,General government ;  Gross fixed capital formation,Index Numbers,Original,3
A2303857A,Public ;  Gross fixed capital formation,Index Numbers,Original,3
A2303858C,All sectors ;  Gross fixed capital formation,Index Numbers,Original,3
A2303859F,Domestic final demand,Index Numbers,Original,3
A2303860R,Exports of goods and services,Index Numbers,Original,3
A2303861T,Imports of goods and services,Index Numbers,Original,3
A2303862V,GROSS DOMESTIC PRODUCT,Index Numbers,Original,3
A2303863W,General government - National ;  Final consumption expenditure - Defence: Percentage changes,Percent,Original,3
A2303865A,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes,Percent,Original,3
A2303867F,General government - National ;  Final consumption expenditure: Percentage changes,Percent,Original,3
A2303869K,General government - State and local ;  Final consumption expenditure: Percentage changes,Percent,Original,3
A2303871W,General government ;  Final consumption expenditure: Percentage changes,Percent,Original,3
A2303873A,Households ;  Final consumption expenditure: Percentage changes,Percent,Original,3
A2303875F,All sectors ;  Final consumption expenditure: Percentage changes,Percent,Original,3
A2303897V,Private ;  Gross fixed capital formation - Dwellings - New and Used: Percentage changes,Percent,Original,3
A2303899X,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions: Percentage changes,Percent,Original,3
A2303901X,Private ;  Gross fixed capital formation - Dwellings - Total: Percentage changes,Percent,Original,3
A2303903C,Private ;  Gross fixed capital formation - Ownership transfer costs: Percentage changes,Percent,Original,3
A2303879R,Private ;  Gross fixed capital formation - Non-dwelling construction - New building: Percentage changes,Percent,Original,3
A2303881A,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction: Percentage changes,Percent,Original,3
A2303883F,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Percentage changes,Percent,Original,3
A2303877K,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Percentage changes,Percent,Original,3
A2716216J,Private ;  Gross fixed capital formation - Cultivated biological resources: Percentage changes,Percent,Original,3
A2716218L,Private ;  Gross fixed capital formation - Intellectual property products - Research and development: Percentage changes,Percent,Original,3
A2303889V,Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration: Percentage changes,Percent,Original,3
A2303887R,Private ;  Gross fixed capital formation - Intellectual property products - Computer software: Percentage changes,Percent,Original,3
A2303891F,Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals: Percentage changes,Percent,Original,3
A2716217K,Private ;  Gross fixed capital formation - Intellectual property products: Percentage changes,Percent,Original,3
A2303895R,Private ;  Gross fixed capital formation - Total private business investment: Percentage changes,Percent,Original,3
A2303905J,Private ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303907L,Public corporations - Commonwealth ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303909T,Public corporations - State and local ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303911C,Public corporations ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303913J,General government - National ;  Gross fixed capital formation - Defence: Percentage changes,Percent,Original,3
A2303915L,General government - National ;  Gross fixed capital formation - Non-defence: Percentage changes,Percent,Original,3
A2303917T,General government - National ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303919W,General government - State and local ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303921J,General government ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303923L,Public ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303925T,All sectors ;  Gross fixed capital formation: Percentage changes,Percent,Original,3
A2303927W,Domestic final demand: Percentage changes,Percent,Original,3
A2303929A,Exports of goods and services: Percentage changes,Percent,Original,3
A2303931L,Imports of goods and services: Percentage changes,Percent,Original,3
A2303933T,GROSS DOMESTIC PRODUCT: Percentage changes,Percent,Original,3
A2303935W,General government - National ;  Final consumption expenditure - Defence,Index Numbers,Seasonally Adjusted,3
A2303936X,General government - National ;  Final consumption expenditure - Non-defence,Index Numbers,Seasonally Adjusted,3
A2303937A,General government - National ;  Final consumption expenditure,Index Numbers,Seasonally Adjusted,3
A2303938C,General government - State and local ;  Final consumption expenditure,Index Numbers,Seasonally Adjusted,3
A2303939F,General government ;  Final consumption expenditure,Index Numbers,Seasonally Adjusted,3
A2303940R,Households ;  Final consumption expenditure,Index Numbers,Seasonally Adjusted,3
A2303941T,All sectors ;  Final consumption expenditure,Index Numbers,Seasonally Adjusted,3
A2303711K,Private ;  Gross fixed capital formation - Dwellings - New and Used,Index Numbers,Seasonally Adjusted,3
A2303712L,Private ;  Gross fixed capital formation - Dwellings - Alterations and additions,Index Numbers,Seasonally Adjusted,3
A2303713R,Private ;  Gross fixed capital formation - Dwellings - Total,Index Numbers,Seasonally Adjusted,3
A2303714T,Private ;  Gross fixed capital formation - Ownership transfer costs,Index Numbers,Seasonally Adjusted,3
A2303943W,Private ;  Gross fixed capital formation - Non-dwelling construction - New building,Index Numbers,Seasonally Adjusted,3
A2303703K,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction,Index Numbers,Seasonally Adjusted,3
A2303704L,Private ;  Gross fixed capital formation - Non-dwelling construction - Total,Index Numbers,Seasonally Adjusted,3
A2303942V,Private ;  Gross fixed capital formation - Machinery and equipment - Total,Index Numbers,Seasonally Adjusted,3
A2716115W,Private ;  Gross fixed capital formation - Cultivated biological resources,Index Numbers,Seasonally Adjusted,3
A2716117A,Private ;  Gross fixed capital formation - Intellectual property products - Research and development,Index Numbers,Seasonally Adjusted,3
